parcel_id_str,farmer,district,mandal,crop,acreage,health,risk,confidence,lat,lng,ndvi,evi,ndre
WG-00630,Rajeshwari,West Godavari,Palacole,Paddy,7.41,82.3,Low,90,16.481443,81.727208,0.92,0.84,0.62
WG-00631,Mohan Rao,West Godavari,Pentapadu,Maize,3.6,73.5,Medium,91,16.725858,81.586789,0.9,0.79,0.53
WG-00632,Divya,West Godavari,Penugonda,Cotton,7.55,78.4,Low,93,16.637243,81.743023,0.9,0.85,0.6
WG-00633,Prasad,West Godavari,Penumantra,Cotton,6.65,61.8,Medium,89,16.610714,81.658189,0.85,0.81,0.55
WG-00634,Swapna,West Godavari,Poduru,Cotton,5.08,77.1,Low,91,16.561702,81.690445,0.88,0.84,0.63
WG-00635,Naresh,West Godavari,Tadepalligudem,Paddy,9.53,77.5,Low,88,16.858966,81.572169,0.92,0.83,0.58
WG-00636,Bhavani,West Godavari,Tanuku,Cotton,4.65,61.9,Medium,81,16.7477,81.670967,0.74,0.71,0.51
WG-00637,Srinivasa Rao,West Godavari,Undi,Cotton,5.62,70.7,Medium,89,16.566523,81.546246,0.9,0.85,0.61
WG-00638,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,5.55,79.9,Low,90,16.474004,81.669919,0.92,0.85,0.6
WG-00639,Venkata Ramana,West Godavari,Ganapavaram,Paddy,11.4,72.6,Medium,89,16.690853,81.561037,0.85,0.78,0.56
WG-00640,Sailaja,West Godavari,Kalla,Paddy,7.12,85.7,Low,93,16.570358,81.464489,0.92,0.85,0.55
WG-00641,Srinivasa Rao,West Godavari,Achanta,Paddy,10.25,80.6,Low,92,16.589232,81.819715,0.92,0.85,0.57
WG-00642,Lakshmi Devi,West Godavari,Akiveedu,Paddy,10.78,67.9,Medium,85,16.571724,81.439804,0.8,0.78,0.52
WG-00643,Venkata Ramana,West Godavari,Attili,Paddy,7.34,77.4,Low,91,16.727264,81.589612,0.89,0.8,0.56
WG-00644,Sailaja,West Godavari,Bhimavaram,Red Gram,11.39,77.0,Low,90,16.434851,81.561211,0.87,0.77,0.61
WG-00645,Ramesh Babu,West Godavari,Elamanchili,Paddy,8.4,67.9,Medium,89,16.624156,81.421854,0.87,0.78,0.5
WG-00646,Padma Priya,West Godavari,Iragavaram,Maize,6.88,66.5,Medium,88,16.673285,81.7033,0.8,0.69,0.56
WG-00647,Kiran Kumar,West Godavari,Mogalthur,Paddy,5.1,67.5,Medium,90,16.459248,81.512047,0.76,0.72,0.49
WG-00648,Anitha,West Godavari,Narasapuram,Paddy,2.56,81.6,Low,96,16.363136,81.636679,0.82,0.76,0.59
WG-00649,Satyanarayana,West Godavari,Palacoderu,Paddy,1.11,80.0,Low,94,16.549478,81.563408,0.92,0.85,0.54
WG-00650,Rajeshwari,West Godavari,Palacole,Paddy,9.32,70.5,Medium,84,16.490347,81.659169,0.9,0.81,0.59
WG-00651,Mohan Rao,West Godavari,Pentapadu,Paddy,3.12,75.5,Low,93,16.721836,81.573593,0.91,0.85,0.52
WG-00652,Divya,West Godavari,Penugonda,Paddy,3.09,67.8,Medium,88,16.627683,81.825184,0.77,0.66,0.53
WG-00653,Prasad,West Godavari,Penumantra,Paddy,8.39,73.2,Medium,90,16.670611,81.63968,0.81,0.71,0.61
WG-00654,Swapna,West Godavari,Poduru,Paddy,8.17,69.3,Medium,86,16.553577,81.711708,0.87,0.77,0.51
WG-00655,Naresh,West Godavari,Tadepalligudem,Paddy,7.46,78.5,Low,88,16.843638,81.487437,0.92,0.85,0.58
WG-00656,Bhavani,West Godavari,Tanuku,Paddy,3.35,86.5,Low,98,16.735283,81.641628,0.85,0.75,0.65
WG-00657,Srinivasa Rao,West Godavari,Undi,Red Gram,11.03,80.7,Low,94,16.627519,81.440667,0.92,0.85,0.58
WG-00658,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,9.16,75.6,Low,87,16.610408,81.60368,0.81,0.78,0.53
WG-00659,Venkata Ramana,West Godavari,Ganapavaram,Paddy,8.17,78.1,Low,90,16.694831,81.478403,0.91,0.84,0.56
WG-00660,Sailaja,West Godavari,Kalla,Maize,2.36,79.4,Low,94,16.557309,81.469011,0.92,0.8,0.57
WG-00661,Srinivasa Rao,West Godavari,Achanta,Chilli,5.94,69.6,Medium,89,16.556324,81.846987,0.87,0.77,0.55
WG-00662,Lakshmi Devi,West Godavari,Akiveedu,Paddy,3.65,72.6,Medium,93,16.664809,81.385263,0.84,0.82,0.62
WG-00663,Venkata Ramana,West Godavari,Attili,Paddy,1.2,87.3,Low,93,16.742941,81.603081,0.92,0.82,0.57
WG-00664,Sailaja,West Godavari,Bhimavaram,Paddy,8.99,68.3,Medium,85,16.549578,81.518109,0.88,0.83,0.5
WG-00665,Ramesh Babu,West Godavari,Elamanchili,Chilli,8.83,70.4,Medium,83,16.704539,81.740956,0.91,0.8,0.6
WG-00666,Padma Priya,West Godavari,Iragavaram,Chilli,2.77,69.2,Medium,84,16.648348,81.732594,0.89,0.81,0.51
WG-00667,Kiran Kumar,West Godavari,Mogalthur,Paddy,6.73,79.1,Low,93,16.434162,81.601792,0.91,0.85,0.63
WG-00668,Anitha,West Godavari,Narasapuram,Paddy,11.2,65.1,Medium,81,16.410128,81.651429,0.84,0.76,0.58
WG-00669,Satyanarayana,West Godavari,Palacoderu,Maize,9.61,75.0,Low,87,16.566923,81.613492,0.86,0.81,0.54
WG-00670,Rajeshwari,West Godavari,Palacole,Cotton,11.51,58.4,High,86,16.564983,81.739311,0.72,0.61,0.54
WG-00671,Mohan Rao,West Godavari,Pentapadu,Red Gram,1.08,59.0,High,80,16.734826,81.603238,0.75,0.66,0.51
WG-00672,Divya,West Godavari,Penugonda,Red Gram,2.64,74.2,Medium,91,16.678186,81.779139,0.78,0.67,0.56
WG-00673,Prasad,West Godavari,Penumantra,Paddy,1.75,88.3,Low,97,16.619928,81.70875,0.92,0.85,0.59
WG-00674,Swapna,West Godavari,Poduru,Paddy,9.77,85.6,Low,97,16.558167,81.785748,0.92,0.85,0.55
WG-00675,Naresh,West Godavari,Tadepalligudem,Paddy,1.72,76.6,Low,93,16.903225,81.646925,0.9,0.83,0.53
WG-00676,Bhavani,West Godavari,Tanuku,Paddy,9.18,70.7,Medium,87,16.743247,81.705783,0.83,0.73,0.58
WG-00677,Srinivasa Rao,West Godavari,Undi,Paddy,1.5,70.9,Medium,86,16.657344,81.511702,0.76,0.72,0.57
WG-00678,Lakshmi Devi,West Godavari,Veeravasaram,Chilli,4.14,78.8,Low,94,16.601082,81.629439,0.89,0.85,0.61
WG-00679,Venkata Ramana,West Godavari,Ganapavaram,Paddy,4.6,72.1,Medium,84,16.659272,81.501432,0.88,0.8,0.58
WG-00680,Sailaja,West Godavari,Kalla,Maize,9.76,66.0,Medium,87,16.544321,81.44173,0.83,0.77,0.52
WG-00681,Srinivasa Rao,West Godavari,Achanta,Chilli,7.89,57.4,High,81,16.558859,81.80169,0.74,0.65,0.5
WG-00682,Lakshmi Devi,West Godavari,Akiveedu,Paddy,11.32,72.9,Medium,88,16.554952,81.58967,0.91,0.83,0.52
WG-00683,Venkata Ramana,West Godavari,Attili,Cotton,2.93,71.3,Medium,84,16.617761,81.556302,0.78,0.71,0.54
WG-00684,Sailaja,West Godavari,Bhimavaram,Maize,3.62,81.7,Low,89,16.501403,81.464083,0.92,0.85,0.59
WG-00685,Ramesh Babu,West Godavari,Elamanchili,Paddy,4.07,68.2,Medium,89,16.745849,81.446481,0.81,0.76,0.52
WG-00686,Padma Priya,West Godavari,Iragavaram,Paddy,3.62,69.0,Medium,92,16.729571,81.649434,0.78,0.72,0.49
WG-00687,Kiran Kumar,West Godavari,Mogalthur,Paddy,8.24,67.1,Medium,88,16.386385,81.595288,0.86,0.8,0.51
WG-00688,Anitha,West Godavari,Narasapuram,Paddy,9.0,77.2,Low,86,16.319414,81.667427,0.92,0.8,0.64
WG-00689,Satyanarayana,West Godavari,Palacoderu,Paddy,4.49,81.1,Low,94,16.637561,81.527431,0.92,0.83,0.57
WG-00690,Rajeshwari,West Godavari,Palacole,Chilli,11.46,77.9,Low,88,16.514787,81.639308,0.91,0.85,0.63
WG-00691,Mohan Rao,West Godavari,Pentapadu,Cotton,6.91,76.8,Low,93,16.750469,81.495642,0.92,0.85,0.55
WG-00692,Divya,West Godavari,Penugonda,Cotton,9.08,79.6,Low,87,16.634789,81.730842,0.91,0.82,0.58
WG-00693,Prasad,West Godavari,Penumantra,Paddy,11.87,88.4,Low,95,16.690079,81.692209,0.86,0.75,0.61
WG-00694,Swapna,West Godavari,Poduru,Paddy,9.03,71.5,Medium,86,16.524721,81.754228,0.86,0.81,0.59
WG-00695,Naresh,West Godavari,Tadepalligudem,Cotton,5.06,64.3,Medium,86,16.805698,81.469374,0.83,0.75,0.56
WG-00696,Bhavani,West Godavari,Tanuku,Paddy,0.76,68.1,Medium,85,16.750913,81.696934,0.85,0.77,0.5
WG-00697,Srinivasa Rao,West Godavari,Undi,Paddy,9.61,74.8,Medium,91,16.663992,81.497259,0.82,0.76,0.57
WG-00698,Lakshmi Devi,West Godavari,Veeravasaram,Chilli,3.58,78.2,Low,90,16.537961,81.617596,0.85,0.82,0.55
WG-00699,Venkata Ramana,West Godavari,Ganapavaram,Paddy,3.92,70.3,Medium,84,16.681511,81.459478,0.75,0.68,0.5
WG-00700,Sailaja,West Godavari,Kalla,Paddy,10.03,70.1,Medium,86,16.512169,81.494975,0.9,0.79,0.49
WG-00701,Srinivasa Rao,West Godavari,Achanta,Paddy,11.33,65.9,Medium,85,16.59336,81.790012,0.77,0.7,0.51
WG-00702,Lakshmi Devi,West Godavari,Akiveedu,Red Gram,5.35,69.1,Medium,85,16.687788,81.670668,0.84,0.72,0.55
WG-00703,Venkata Ramana,West Godavari,Attili,Paddy,10.59,81.3,Low,87,16.653629,81.552292,0.92,0.82,0.56
WG-00704,Sailaja,West Godavari,Bhimavaram,Paddy,11.95,77.8,Low,90,16.565479,81.535551,0.83,0.75,0.53
WG-00705,Ramesh Babu,West Godavari,Elamanchili,Red Gram,5.09,78.9,Low,89,16.43177,81.699406,0.85,0.79,0.64
WG-00706,Padma Priya,West Godavari,Iragavaram,Paddy,9.65,70.0,Medium,84,16.66944,81.701969,0.85,0.77,0.5
WG-00707,Kiran Kumar,West Godavari,Mogalthur,Paddy,10.94,72.2,Medium,84,16.435786,81.556279,0.9,0.85,0.57
WG-00708,Anitha,West Godavari,Narasapuram,Paddy,2.73,71.0,Medium,84,16.411515,81.708853,0.79,0.68,0.54
WG-00709,Satyanarayana,West Godavari,Palacoderu,Paddy,2.18,73.9,Medium,88,16.590453,81.566226,0.77,0.71,0.52
WG-00710,Rajeshwari,West Godavari,Palacole,Paddy,8.38,74.2,Medium,88,16.475622,81.72209,0.86,0.81,0.52
WG-00711,Mohan Rao,West Godavari,Pentapadu,Maize,8.74,69.6,Medium,84,16.735652,81.522057,0.75,0.71,0.6
WG-00712,Divya,West Godavari,Penugonda,Cotton,6.01,74.0,Medium,92,16.667946,81.755347,0.79,0.7,0.51
WG-00713,Prasad,West Godavari,Penumantra,Maize,3.03,70.8,Medium,89,16.683801,81.730478,0.9,0.85,0.6
WG-00714,Swapna,West Godavari,Poduru,Red Gram,7.52,79.4,Low,87,16.603497,81.819475,0.86,0.76,0.61
WG-00715,Naresh,West Godavari,Tadepalligudem,Red Gram,3.93,63.8,Medium,82,16.833028,81.575105,0.75,0.73,0.47
WG-00716,Bhavani,West Godavari,Tanuku,Cotton,10.21,68.8,Medium,91,16.792753,81.607918,0.84,0.81,0.6
WG-00717,Srinivasa Rao,West Godavari,Undi,Paddy,10.47,87.0,Low,94,16.654422,81.406442,0.91,0.82,0.57
WG-00718,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,4.32,85.1,Low,94,16.492413,81.603679,0.92,0.85,0.56
WG-00719,Venkata Ramana,West Godavari,Ganapavaram,Paddy,9.52,79.1,Low,88,16.700987,81.443975,0.89,0.85,0.63
WG-00720,Sailaja,West Godavari,Kalla,Cotton,2.37,74.3,Medium,85,16.506778,81.341847,0.79,0.73,0.61
WG-00721,Srinivasa Rao,West Godavari,Achanta,Cotton,10.54,56.9,High,84,16.610666,81.767865,0.72,0.62,0.52
WG-00722,Lakshmi Devi,West Godavari,Akiveedu,Paddy,7.72,79.5,Low,94,16.65116,81.813878,0.92,0.84,0.56
WG-00723,Venkata Ramana,West Godavari,Attili,Cotton,7.03,60.3,Medium,84,16.6664,81.625883,0.75,0.72,0.46
WG-00724,Sailaja,West Godavari,Bhimavaram,Paddy,0.83,87.0,Low,92,16.574559,81.574827,0.9,0.85,0.63
WG-00725,Ramesh Babu,West Godavari,Elamanchili,Paddy,7.53,76.9,Low,91,16.591488,81.389668,0.92,0.85,0.59
WG-00726,Padma Priya,West Godavari,Iragavaram,Paddy,7.26,72.7,Medium,85,16.69782,81.646956,0.78,0.69,0.57
WG-00727,Kiran Kumar,West Godavari,Mogalthur,Cotton,6.04,73.3,Medium,93,16.443495,81.471122,0.78,0.75,0.57
WG-00728,Anitha,West Godavari,Narasapuram,Red Gram,10.22,59.7,High,81,16.452633,81.616802,0.7,0.66,0.48
WG-00729,Satyanarayana,West Godavari,Palacoderu,Paddy,8.4,88.6,Low,99,16.576359,81.557741,0.91,0.85,0.64
WG-00730,Rajeshwari,West Godavari,Palacole,Paddy,10.24,78.9,Low,92,16.510895,81.650526,0.92,0.85,0.55
WG-00731,Mohan Rao,West Godavari,Pentapadu,Cotton,6.59,66.7,Medium,88,16.74703,81.507384,0.89,0.8,0.48
WG-00732,Divya,West Godavari,Penugonda,Cotton,10.78,73.6,Medium,85,16.6657,81.780152,0.89,0.84,0.61
WG-00733,Prasad,West Godavari,Penumantra,Cotton,4.3,61.4,Medium,86,16.59975,81.720793,0.72,0.62,0.5
WG-00734,Swapna,West Godavari,Poduru,Paddy,3.91,68.1,Medium,91,16.615519,81.777902,0.81,0.79,0.59
WG-00735,Naresh,West Godavari,Tadepalligudem,Red Gram,3.04,68.5,Medium,91,16.896984,81.613755,0.78,0.66,0.5
WG-00736,Bhavani,West Godavari,Tanuku,Chilli,4.88,66.7,Medium,89,16.822018,81.68181,0.88,0.77,0.57
WG-00737,Srinivasa Rao,West Godavari,Undi,Red Gram,5.48,72.2,Medium,87,16.652265,81.436921,0.82,0.76,0.59
WG-00738,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,6.55,74.7,Medium,85,16.612822,81.636067,0.79,0.71,0.52
WG-00739,Venkata Ramana,West Godavari,Ganapavaram,Red Gram,6.71,73.6,Medium,87,16.738629,81.531554,0.83,0.76,0.53
WG-00740,Sailaja,West Godavari,Kalla,Red Gram,10.18,61.3,Medium,84,16.515119,81.385331,0.75,0.67,0.49
WG-00741,Srinivasa Rao,West Godavari,Achanta,Paddy,6.74,77.5,Low,88,16.587541,81.817332,0.81,0.75,0.61
WG-00742,Lakshmi Devi,West Godavari,Akiveedu,Paddy,6.54,70.3,Medium,86,16.528467,81.562332,0.77,0.71,0.52
WG-00743,Venkata Ramana,West Godavari,Attili,Paddy,8.93,82.0,Low,93,16.714174,81.556493,0.83,0.79,0.64
WG-00744,Sailaja,West Godavari,Bhimavaram,Paddy,7.14,78.1,Low,91,16.463423,81.577043,0.8,0.76,0.61
WG-00745,Ramesh Babu,West Godavari,Elamanchili,Cotton,1.51,61.1,Medium,85,16.397099,81.55401,0.81,0.7,0.54
WG-00746,Padma Priya,West Godavari,Iragavaram,Paddy,6.38,71.7,Medium,83,16.697222,81.664662,0.89,0.85,0.58
WG-00747,Kiran Kumar,West Godavari,Mogalthur,Paddy,9.29,69.2,Medium,84,16.412603,81.576886,0.84,0.82,0.52
WG-00748,Anitha,West Godavari,Narasapuram,Cotton,7.75,70.6,Medium,91,16.376725,81.661768,0.83,0.76,0.59
WG-00749,Satyanarayana,West Godavari,Palacoderu,Chilli,3.53,64.5,Medium,85,16.628028,81.572605,0.79,0.77,0.51
WG-00750,Rajeshwari,West Godavari,Palacole,Paddy,8.81,86.9,Low,94,16.541623,81.648282,0.92,0.85,0.56
WG-00751,Mohan Rao,West Godavari,Pentapadu,Red Gram,9.17,67.4,Medium,86,16.809651,81.601009,0.87,0.77,0.57
WG-00752,Divya,West Godavari,Penugonda,Paddy,5.56,82.4,Low,94,16.634681,81.758798,0.91,0.84,0.59
WG-00753,Prasad,West Godavari,Penumantra,Paddy,9.71,68.6,Medium,82,16.607675,81.666162,0.75,0.64,0.52
WG-00754,Swapna,West Godavari,Poduru,Paddy,8.64,73.9,Medium,91,16.51889,81.794355,0.92,0.85,0.62
WG-00755,Naresh,West Godavari,Tadepalligudem,Cotton,7.83,60.1,Medium,88,16.938447,81.516383,0.84,0.78,0.52
WG-00756,Bhavani,West Godavari,Tanuku,Paddy,1.77,74.9,Medium,92,16.745856,81.616384,0.8,0.72,0.55
WG-00757,Srinivasa Rao,West Godavari,Undi,Red Gram,11.71,60.1,Medium,79,16.566142,81.543483,0.85,0.73,0.56
WG-00758,Lakshmi Devi,West Godavari,Veeravasaram,Red Gram,2.67,64.6,Medium,83,16.477579,81.650887,0.82,0.78,0.49
WG-00759,Venkata Ramana,West Godavari,Ganapavaram,Chilli,6.97,61.2,Medium,83,16.752919,81.511239,0.85,0.77,0.57
WG-00760,Sailaja,West Godavari,Kalla,Paddy,5.49,88.2,Low,98,16.45088,81.419265,0.86,0.81,0.66
WG-00761,Srinivasa Rao,West Godavari,Achanta,Cotton,7.24,76.0,Low,93,16.576736,81.834082,0.87,0.77,0.6
WG-00762,Lakshmi Devi,West Godavari,Akiveedu,Paddy,1.96,77.1,Low,95,16.644161,81.607284,0.79,0.75,0.61
WG-00763,Venkata Ramana,West Godavari,Attili,Chilli,2.55,66.1,Medium,84,16.753398,81.643828,0.79,0.74,0.51
WG-00764,Sailaja,West Godavari,Bhimavaram,Paddy,4.78,75.8,Low,85,16.427563,81.556819,0.79,0.71,0.56
WG-00765,Ramesh Babu,West Godavari,Elamanchili,Red Gram,1.61,69.0,Medium,87,16.540297,81.420835,0.85,0.75,0.6
WG-00766,Padma Priya,West Godavari,Iragavaram,Chilli,4.59,61.3,Medium,87,16.638447,81.656863,0.8,0.74,0.49
WG-00767,Kiran Kumar,West Godavari,Mogalthur,Paddy,4.52,71.7,Medium,85,16.415571,81.565221,0.77,0.66,0.54
WG-00768,Anitha,West Godavari,Narasapuram,Paddy,3.83,82.9,Low,96,16.453059,81.680988,0.91,0.85,0.55
WG-00769,Satyanarayana,West Godavari,Palacoderu,Paddy,8.98,86.0,Low,90,16.561002,81.617802,0.92,0.82,0.59
WG-00770,Rajeshwari,West Godavari,Palacole,Maize,8.08,81.4,Low,90,16.517696,81.718332,0.82,0.72,0.64
WG-00771,Mohan Rao,West Godavari,Pentapadu,Paddy,9.07,69.2,Medium,87,16.76468,81.537587,0.86,0.82,0.59
WG-00772,Divya,West Godavari,Penugonda,Cotton,9.82,68.9,Medium,91,16.672838,81.807276,0.83,0.79,0.56
WG-00773,Prasad,West Godavari,Penumantra,Maize,10.16,79.9,Low,93,16.6396,81.731798,0.87,0.82,0.55
WG-00774,Swapna,West Godavari,Poduru,Cotton,8.84,78.4,Low,87,16.61525,81.820491,0.88,0.79,0.61
WG-00775,Naresh,West Godavari,Tadepalligudem,Chilli,0.84,65.7,Medium,88,16.799541,81.573712,0.74,0.64,0.58
WG-00776,Bhavani,West Godavari,Tanuku,Maize,3.24,66.2,Medium,87,16.792055,81.625847,0.73,0.7,0.56
WG-00777,Srinivasa Rao,West Godavari,Undi,Paddy,5.9,68.5,Medium,85,16.64375,81.551947,0.87,0.75,0.56
WG-00778,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,9.9,88.5,Low,94,16.517655,81.623033,0.92,0.82,0.58
WG-00779,Venkata Ramana,West Godavari,Ganapavaram,Cotton,11.39,59.8,High,82,16.749004,81.500659,0.76,0.66,0.53
WG-00780,Sailaja,West Godavari,Kalla,Maize,11.49,68.2,Medium,88,16.445122,81.396749,0.82,0.79,0.58
WG-00781,Srinivasa Rao,West Godavari,Achanta,Red Gram,4.4,59.6,High,81,16.604164,81.7777,0.7,0.63,0.49
WG-00782,Lakshmi Devi,West Godavari,Akiveedu,Cotton,10.49,72.9,Medium,86,16.750529,81.686363,0.89,0.84,0.59
WG-00783,Venkata Ramana,West Godavari,Attili,Red Gram,6.85,69.5,Medium,89,16.660907,81.599247,0.75,0.64,0.52
WG-00784,Sailaja,West Godavari,Bhimavaram,Red Gram,10.36,69.4,Medium,88,16.423888,81.563078,0.87,0.79,0.5
WG-00785,Ramesh Babu,West Godavari,Elamanchili,Red Gram,6.29,59.5,High,81,16.727003,81.626484,0.82,0.78,0.56
WG-00786,Padma Priya,West Godavari,Iragavaram,Paddy,10.86,75.5,Low,90,16.642325,81.695927,0.79,0.75,0.53
WG-00787,Kiran Kumar,West Godavari,Mogalthur,Paddy,4.37,74.8,Medium,90,16.369173,81.622559,0.89,0.85,0.61
WG-00788,Anitha,West Godavari,Narasapuram,Maize,3.95,73.0,Medium,92,16.493872,81.725797,0.79,0.74,0.56
WG-00789,Satyanarayana,West Godavari,Palacoderu,Red Gram,5.56,66.0,Medium,88,16.523129,81.563334,0.84,0.73,0.52
WG-00790,Rajeshwari,West Godavari,Palacole,Paddy,10.21,67.9,Medium,84,16.577754,81.725916,0.76,0.72,0.59
WG-00791,Mohan Rao,West Godavari,Pentapadu,Paddy,3.62,74.9,Medium,92,16.795941,81.488566,0.86,0.77,0.54
WG-00792,Divya,West Godavari,Penugonda,Cotton,1.38,78.5,Low,90,16.666039,81.76753,0.86,0.82,0.55
WG-00793,Prasad,West Godavari,Penumantra,Paddy,2.8,66.0,Medium,90,16.635217,81.733142,0.84,0.77,0.59
WG-00794,Swapna,West Godavari,Poduru,Paddy,2.89,73.7,Medium,92,16.552735,81.775622,0.79,0.68,0.61
WG-00795,Naresh,West Godavari,Tadepalligudem,Chilli,1.57,62.3,Medium,87,16.967487,81.469181,0.85,0.74,0.56
WG-00796,Bhavani,West Godavari,Tanuku,Paddy,5.03,84.5,Low,97,16.779375,81.647811,0.88,0.79,0.56
WG-00797,Srinivasa Rao,West Godavari,Undi,Paddy,3.18,71.6,Medium,90,16.555737,81.469192,0.79,0.74,0.5
WG-00798,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,9.48,72.0,Medium,91,16.550528,81.60695,0.87,0.76,0.55
WG-00799,Venkata Ramana,West Godavari,Ganapavaram,Paddy,9.22,80.6,Low,94,16.662669,81.577639,0.92,0.85,0.62
WG-00800,Sailaja,West Godavari,Kalla,Paddy,1.19,81.9,Low,92,16.567086,81.420815,0.91,0.84,0.64
WG-00801,Srinivasa Rao,West Godavari,Achanta,Paddy,2.25,87.6,Low,97,16.605132,81.767506,0.92,0.85,0.61
WG-00802,Lakshmi Devi,West Godavari,Akiveedu,Cotton,4.4,57.2,High,84,16.550641,81.636635,0.68,0.6,0.54
WG-00803,Venkata Ramana,West Godavari,Attili,Maize,1.51,69.8,Medium,91,16.74847,81.607878,0.82,0.75,0.59
WG-00804,Sailaja,West Godavari,Bhimavaram,Paddy,6.72,75.4,Low,88,16.442375,81.525466,0.8,0.75,0.53
WG-00805,Ramesh Babu,West Godavari,Elamanchili,Cotton,7.52,69.1,Medium,83,16.497511,81.737613,0.78,0.71,0.57
WG-00806,Padma Priya,West Godavari,Iragavaram,Chilli,1.22,60.6,Medium,82,16.72039,81.699253,0.83,0.71,0.49
WG-00807,Kiran Kumar,West Godavari,Mogalthur,Paddy,8.53,68.4,Medium,82,16.380043,81.559158,0.87,0.75,0.58
WG-00808,Anitha,West Godavari,Narasapuram,Paddy,6.26,85.8,Low,96,16.354067,81.629719,0.91,0.85,0.56
WG-00809,Satyanarayana,West Godavari,Palacoderu,Red Gram,1.03,57.8,High,79,16.525903,81.57016,0.79,0.71,0.54
WG-00810,Rajeshwari,West Godavari,Palacole,Paddy,2.85,87.9,Low,98,16.472356,81.730735,0.92,0.85,0.59
WG-00811,Mohan Rao,West Godavari,Pentapadu,Paddy,4.76,71.5,Medium,89,16.798546,81.572283,0.84,0.79,0.59
WG-00812,Divya,West Godavari,Penugonda,Paddy,1.24,83.7,Low,97,16.645887,81.806125,0.92,0.85,0.6
WG-00813,Prasad,West Godavari,Penumantra,Paddy,9.27,80.1,Low,93,16.624537,81.683671,0.87,0.79,0.58
WG-00814,Swapna,West Godavari,Poduru,Paddy,7.38,76.7,Low,88,16.543807,81.722475,0.82,0.77,0.53
WG-00815,Naresh,West Godavari,Tadepalligudem,Maize,10.76,62.4,Medium,89,16.807908,81.518584,0.76,0.68,0.51
WG-00816,Bhavani,West Godavari,Tanuku,Red Gram,5.37,80.4,Low,88,16.811369,81.634,0.9,0.83,0.6
WG-00817,Srinivasa Rao,West Godavari,Undi,Maize,4.45,71.8,Medium,83,16.627665,81.469359,0.86,0.83,0.52
WG-00818,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,2.46,79.5,Low,92,16.535371,81.6758,0.83,0.81,0.62
WG-00819,Venkata Ramana,West Godavari,Ganapavaram,Red Gram,11.39,77.5,Low,86,16.713758,81.53698,0.92,0.85,0.63
WG-00820,Sailaja,West Godavari,Kalla,Paddy,10.22,66.5,Medium,88,16.483846,81.478376,0.81,0.76,0.54
WG-00821,Srinivasa Rao,West Godavari,Achanta,Red Gram,8.67,70.9,Medium,92,16.63193,81.853919,0.89,0.8,0.52
WG-00822,Lakshmi Devi,West Godavari,Akiveedu,Paddy,5.12,85.9,Low,94,16.535903,81.684136,0.91,0.84,0.66
WG-00823,Venkata Ramana,West Godavari,Attili,Paddy,4.58,71.2,Medium,89,16.72046,81.582581,0.78,0.75,0.5
WG-00824,Sailaja,West Godavari,Bhimavaram,Paddy,9.16,84.1,Low,93,16.398458,81.427427,0.88,0.8,0.56
WG-00825,Ramesh Babu,West Godavari,Elamanchili,Paddy,2.13,88.3,Low,90,16.475247,81.373357,0.92,0.85,0.65
WG-00826,Padma Priya,West Godavari,Iragavaram,Paddy,8.59,71.8,Medium,83,16.649876,81.742267,0.79,0.7,0.56
WG-00827,Kiran Kumar,West Godavari,Mogalthur,Chilli,7.83,59.5,High,79,16.45543,81.567245,0.71,0.68,0.48
WG-00828,Anitha,West Godavari,Narasapuram,Paddy,7.64,81.6,Low,92,16.375039,81.647659,0.92,0.85,0.63
WG-00829,Satyanarayana,West Godavari,Palacoderu,Paddy,2.55,77.3,Low,93,16.586335,81.592837,0.92,0.84,0.61
WG-00830,Rajeshwari,West Godavari,Palacole,Paddy,9.69,82.1,Low,89,16.51727,81.683611,0.87,0.8,0.57
WG-00831,Mohan Rao,West Godavari,Pentapadu,Paddy,8.12,75.9,Low,91,16.747621,81.613414,0.79,0.72,0.56
WG-00832,Divya,West Godavari,Penugonda,Paddy,6.26,72.9,Medium,90,16.653274,81.77684,0.88,0.77,0.54
WG-00833,Prasad,West Godavari,Penumantra,Paddy,4.19,74.7,Medium,88,16.609814,81.747048,0.85,0.77,0.58
WG-00834,Swapna,West Godavari,Poduru,Paddy,11.6,81.8,Low,90,16.596104,81.722995,0.92,0.85,0.59
WG-00835,Naresh,West Godavari,Tadepalligudem,Cotton,9.41,58.0,High,82,16.808099,81.458045,0.73,0.71,0.49
WG-00836,Bhavani,West Godavari,Tanuku,Chilli,9.49,80.1,Low,86,16.710747,81.646861,0.87,0.75,0.56
WG-00837,Srinivasa Rao,West Godavari,Undi,Paddy,7.93,81.0,Low,96,16.638401,81.547344,0.92,0.85,0.61
WG-00838,Lakshmi Devi,West Godavari,Veeravasaram,Cotton,5.81,57.6,High,83,16.531866,81.642173,0.82,0.71,0.46
WG-00839,Venkata Ramana,West Godavari,Ganapavaram,Cotton,6.89,69.0,Medium,83,16.730314,81.537758,0.79,0.7,0.6
